name,country,average,strike_rate,economy,balls_bolwed_per_innings,wicket_index,big_impact_index,short_impact_index,runs_index,prelim_metric,pre-rank,kmeans_role,rbml_score,pca_score
NO Miller,WI,20.36,17.2,7.07,20.933,1.222,0.0,1.222,24.889,23.991,Good,SB,0.635,1.35
TS Mills,ENG,30.81,22.7,8.13,20.7,0.917,0.0,0.917,28.25,41.748,Average,IB,0.612,1.197
A Morris,Caym,13.9,15.8,5.27,21.75,1.375,0.125,1.0,19.125,12.209,Good,SB,0.671,1.401
Muhamad Syahadat,MAL,11.54,11.4,6.04,15.75,1.375,0.0,1.375,15.875,11.617,Good,SPB,0.693,1.231
SN Netravalkar,USA,26.27,24.2,6.49,17.72,0.733,0.0,0.733,19.267,28.415,Good,SPB,0.613,0.992
SH Obed,VAN,17.27,15.2,6.78,18.667,1.222,0.0,1.222,21.111,19.515,Good,SB,0.622,1.266
NM Odhiambo,KENYA,29.0,22.3,7.78,17.571,0.786,0.0,0.786,22.786,37.603,Good,SPB,0.578,1.017
TM Odoyo,KENYA,15.45,19.6,4.72,21.6,1.1,0.0,1.1,17.0,12.154,Good,SPB,0.745,1.303
AY Patel,NZ,10.72,14.1,4.53,22.286,1.571,0.143,1.167,16.857,8.094,Good,SB,0.73,1.507
TK Patel,USA,13.27,12.0,6.63,22.0,1.833,0.167,1.4,24.333,14.663,Good,SB,0.755,1.629
A Rangaswamy,BOT,12.9,12.9,6.0,17.55,1.375,0.125,1.0,17.75,12.9,Good,SPB,0.694,1.257
ACF Stokes,GUE,21.54,21.4,6.02,21.382,1.0,0.0,1.0,21.545,21.612,Good,SB,0.601,1.254
MJ Swepson,AUS,15.72,12.5,7.52,19.714,1.571,0.0,1.571,24.714,19.702,Good,SB,0.697,1.47
S Vashisht,ROM,19.72,21.9,5.4,20.05,0.917,0.083,0.636,18.083,17.748,Good,SPB,0.68,1.133
TC Vine,ESP,18.9,14.1,8.0,15.6,1.1,0.1,0.778,20.8,25.2,Good,SPB,0.594,1.063
Waheed Ahmed,UAE,23.36,20.1,6.94,15.857,0.786,0.0,0.786,18.357,27.02,Good,SPB,0.599,0.956
MH Yardy,ENG,27.18,25.0,6.5,21.231,0.846,0.0,0.846,23.0,29.445,Good,IB,0.667,1.174
Abdul Majid,BHR,11.9,12.6,5.66,21.0,1.667,0.167,1.2,19.833,11.226,Good,SB,0.72,1.506
CM Akachukwu,NGA,25.8,20.6,7.51,13.68,0.667,0.0,0.667,17.2,32.293,Good,LCB,0.476,0.817
Anwar Ali,PAK,36.7,26.5,8.3,17.64,0.667,0.0,0.667,24.467,50.768,Average,IB,0.589,0.952
P Arrighi,Arg,8.4,11.4,4.42,22.8,2.0,0.2,1.25,16.8,6.188,Good,SB,0.799,1.661
L Balaji,INDIA,12.1,9.6,7.56,19.2,2.0,0.0,2.0,24.2,15.246,Good,SB,0.785,1.642
HK Bennett,NZ,33.1,21.5,9.23,19.364,0.909,0.0,0.909,30.091,50.919,Average,IB,0.575,1.145
K Christie,HKG,29.2,23.4,7.48,21.273,0.909,0.0,0.909,26.545,36.403,Good,IB,0.636,1.208
PC Connell,IRE,15.6,15.3,6.11,18.975,1.25,0.0,1.25,19.5,15.886,Good,SB,0.638,1.29
JC Darji,TAN,6.9,10.1,4.09,19.8,2.0,0.4,0.667,13.8,4.704,Good,SB,0.736,1.5
XJ Doherty,AUS,30.0,22.8,7.89,20.727,0.909,0.0,0.909,27.273,39.45,Good,IB,0.622,1.191
B Fernando,SL,25.9,18.8,8.26,20.8,1.111,0.0,1.111,28.778,35.656,Good,SB,0.594,1.297
MR Gillespie,NZ,25.5,21.0,7.28,21.0,1.0,0.1,0.667,25.5,30.94,Good,IB,0.646,1.207
K Gore,USA,12.4,15.0,4.96,18.75,1.25,0.0,1.25,15.5,10.251,Good,SPB,0.732,1.279
PD Hennessy,ESP,11.8,10.2,6.94,14.571,1.429,0.0,1.429,16.857,13.649,Good,SPB,0.666,1.213
RM Hira,NZ,33.7,25.4,7.96,19.477,0.769,0.0,0.769,25.923,44.709,Average,IB,0.606,1.074
IG Holland,USA,8.9,13.8,3.86,23.0,1.667,0.0,1.667,14.833,5.726,Good,SB,0.79,1.607
JR Hopes,AUS,28.3,22.2,7.64,18.5,0.833,0.0,0.833,23.583,36.035,Good,IB,0.634,1.072
J Hurley,Arg,14.4,15.6,5.53,22.286,1.429,0.0,1.429,20.571,13.272,Good,SB,0.712,1.486
AF Ifill,Caym,24.4,21.4,6.84,19.309,0.909,0.0,0.909,22.182,27.816,Good,SPB,0.631,1.138
JF Mooney,IRE,17.6,15.6,6.76,15.6,1.0,0.0,1.0,17.6,19.829,Good,SPB,0.629,1.052
JK Mukhiya,NEPAL,16.8,15.6,6.46,15.6,1.0,0.0,1.0,16.8,18.088,Good,SPB,0.638,1.051
Murid Ekrami,Belg,22.7,23.4,5.82,16.714,0.714,0.0,0.714,16.214,22.019,Good,SPB,0.629,0.948
PP Ojha,INDIA,13.2,12.6,6.28,21.0,1.667,0.167,1.2,22.0,13.816,Good,SB,0.714,1.51
LN Oluoch,KENYA,20.9,17.4,7.2,17.4,1.0,0.0,1.0,20.9,25.08,Good,SPB,0.623,1.115
H Osinde,CAN,25.0,21.0,7.14,19.091,0.909,0.0,0.909,22.727,29.75,Good,SPB,0.619,1.129
S Prasanna,SL,35.9,30.0,7.18,16.667,0.556,0.0,0.556,19.944,42.96,Average,SPB,0.561,0.857
LN Rajbanshi,NEPAL,23.1,23.0,6.02,19.1,0.833,0.0,0.833,19.25,23.177,Good,SPB,0.647,1.092
CAK Rajitha,SL,35.8,22.2,9.67,22.2,1.0,0.0,1.0,35.8,57.698,Average,IB,0.55,1.299
SHA Rance,NZ,24.5,16.2,9.07,23.143,1.429,0.0,1.429,35.0,37.036,Good,SB,0.674,1.542
Raza Hasan,PAK,21.9,22.8,5.76,22.8,1.0,0.0,1.0,21.9,21.024,Good,SB,0.616,1.3
C Rubagumya,RWN,21.4,18.1,7.09,18.06,1.0,0.0,1.0,21.4,25.288,Good,SPB,0.63,1.139
Shiraz Khan,KUW,30.1,28.2,6.4,18.8,0.667,0.0,0.667,20.067,32.107,Good,SPB,0.612,0.993
GT Taylor,Bhm,18.1,16.8,6.46,18.667,1.111,0.0,1.111,20.111,19.488,Good,SPB,0.665,1.214
R Vinay Kumar,INDIA,24.7,18.9,7.84,20.867,1.111,0.0,1.111,27.444,32.275,Good,SB,0.601,1.299
Waqar Ali,CYP,6.7,8.9,4.51,21.75,2.5,0.25,2.0,16.75,5.036,Good,SB,0.917,1.919
S Wickramasekara,CZK-R,40.6,34.5,7.06,19.1,0.556,0.0,0.556,22.556,47.773,Average,IB,0.606,0.939
M Abdulla,MWI,18.22,17.6,6.18,22.543,1.286,0.0,1.286,23.429,18.767,Good,SB,0.674,1.433
RA Abolarin,NGA,16.0,18.4,5.2,16.44,0.9,0.0,0.9,14.4,13.867,Good,SPB,0.668,1.033
Aftab Kayani,ROM,12.88,12.6,6.1,16.286,1.286,0.0,1.286,16.571,13.095,Good,SPB,0.685,1.21
Asrar Ahmed,GRC,20.0,16.0,7.5,20.571,1.286,0.0,1.286,25.714,25.0,Good,SB,0.642,1.368
Atif Kamal,LUX,24.66,22.6,6.52,20.4,0.9,0.0,0.9,22.2,26.797,Good,SPB,0.647,1.171
DE Bollinger,AUS,27.66,23.3,7.11,23.333,1.0,0.0,1.0,27.667,32.777,Good,SB,0.602,1.328
TS Braat,NED,18.0,12.0,9.0,18.0,1.5,0.0,1.5,27.0,27.0,Good,SB,0.654,1.374
L Bruce,GIBR,33.66,23.3,8.65,17.5,0.75,0.083,0.455,25.25,48.526,Average,IB,0.582,0.959
LA Burns,ESP,6.55,8.6,4.53,19.5,2.25,0.25,1.333,14.75,4.945,Good,SB,0.809,1.64
J Butler,IOM,11.33,10.6,6.37,19.2,1.8,0.2,1.25,20.4,12.029,Good,SB,0.722,1.499
A Dhingra,LUX,15.33,13.3,6.9,24.0,1.8,0.0,1.8,27.6,17.63,Good,SB,0.789,1.725
Fazalhaq Farooqi,AFG,14.88,16.0,5.58,24.0,1.5,0.0,1.5,22.333,13.838,Good,SB,0.742,1.578
MGSM Fernando,ITA,13.44,16.0,5.04,24.0,1.5,0.0,1.5,20.167,11.29,Good,SB,0.749,1.573
A Gbla,SLE,12.22,11.3,6.47,20.4,1.8,0.2,1.0,22.0,13.177,Good,SB,0.707,1.489
BW Hilfenhaus,AUS,17.88,17.3,6.19,22.286,1.286,0.0,1.286,23.0,18.446,Good,SB,0.673,1.423
J Jagroo,Bhm,25.11,22.0,6.84,18.0,0.818,0.0,0.818,20.545,28.625,Good,SPB,0.614,1.046
TE Kane,IRE,15.88,10.2,9.32,18.24,1.8,0.0,1.8,28.6,24.667,Good,SB,0.714,1.522
L Karlsson,SWE,20.22,17.3,7.0,15.6,0.9,0.0,0.9,18.2,23.59,Good,SPB,0.609,1.002
AM Kimote,TAN,15.22,13.6,6.68,15.225,1.125,0.0,1.125,17.125,16.945,Good,SPB,0.642,1.098
RK Kleinveldt,SA,19.22,13.5,8.5,20.2,1.5,0.0,1.5,28.833,27.228,Good,SB,0.675,1.459
ND Laegsgaard,DEN,11.66,15.3,4.56,19.714,1.286,0.0,1.286,15.0,8.862,Good,SPB,0.757,1.326
KA Maharaj,SA,27.66,24.1,6.88,19.691,0.818,0.0,0.818,22.636,31.717,Good,SPB,0.619,1.105
PK Matautaava,VAN,22.11,18.6,7.1,21.0,1.125,0.0,1.125,24.875,26.164,Good,SB,0.614,1.305
Md Nurul Huda,Fin,13.11,11.0,7.15,19.56,1.8,0.0,1.8,23.6,15.623,Good,SB,0.749,1.565
Mehran Khan,OMA,24.66,20.6,7.16,16.909,0.818,0.0,0.818,20.182,29.428,Good,SPB,0.599,1.009
K Mendon,CZK-R,25.77,18.4,8.38,14.945,0.818,0.0,0.818,21.091,35.992,Good,SPB,0.556,0.936
GRD Munasinghe,ITA,21.22,18.0,7.07,23.143,1.286,0.143,0.833,27.286,25.004,Good,SB,0.639,1.412
Najjam Shahzad,PORT,16.66,17.5,5.69,19.65,1.125,0.0,1.125,18.75,15.799,Good,SPB,0.698,1.253
GM Ntambalika,MWI,19.0,16.0,7.12,16.0,1.0,0.0,1.0,19.0,22.547,Good,SPB,0.62,1.066
Omar Hayat,DEN,13.0,11.3,6.88,17.0,1.5,0.0,1.5,19.5,14.907,Good,SB,0.669,1.334
RR Patel,KENYA,22.0,19.3,6.82,14.5,0.75,0.0,0.75,16.5,25.007,Good,SPB,0.591,0.892
D Paterson,SA,29.44,19.8,8.88,22.125,1.125,0.125,0.714,33.125,43.571,Average,IB,0.584,1.312
Rizwan Cheema,CAN,42.44,33.3,7.64,20.0,0.6,0.0,0.6,25.467,54.04,Average,IB,0.587,0.996
C Rumistrzewicz,ESP,9.33,16.0,3.5,24.0,1.5,0.0,1.5,14.0,5.442,Good,SB,0.769,1.561
Ali Nayyer,SUI,16.33,14.6,6.68,22.0,1.5,0.0,1.5,24.5,18.181,Good,SB,0.711,1.515
JRMVB Sanjaya,SL,27.77,19.2,8.67,21.375,1.125,0.0,1.125,31.25,40.128,Average,IB,0.61,1.328
Sayed Monib,KUW,20.44,13.3,9.2,17.143,1.286,0.0,1.286,26.286,31.341,Good,SB,0.598,1.243
KD Shah,HKG,42.88,36.0,7.14,18.0,0.5,0.0,0.5,21.444,51.027,Average,IB,0.597,0.865
L Siaka,PNG,10.66,10.6,6.0,12.0,1.125,0.0,1.125,12.0,10.66,Good,SPB,0.646,0.985
Sirajullah Khadim,PORT,8.44,10.6,4.75,24.0,2.25,0.0,2.25,19.0,6.682,Good,SB,0.912,1.91
Soumya Sarkar,BAN,40.11,25.3,9.5,10.857,0.429,0.0,0.429,17.19,63.508,Average,LCB,0.366,0.571
A Venkatesh,SWE,14.66,13.3,6.6,17.143,1.286,0.0,1.286,18.857,16.126,Good,SPB,0.674,1.241
Walter Behr,GER,9.55,11.3,5.05,20.4,1.8,0.0,1.8,17.2,8.038,Good,SB,0.781,1.584
I Wardlaw,SCOT,16.11,10.6,9.06,24.0,2.25,0.0,2.25,36.25,24.326,Good,SB,0.857,1.949
CG Williams,NAM,20.11,19.3,6.24,13.385,0.692,0.0,0.692,13.923,20.914,Good,SPB,0.598,0.825
LB Williams,SA,23.11,15.7,8.78,23.4,1.5,0.0,1.5,34.667,33.818,Good,SB,0.695,1.586
UT Yadav,INDIA,24.33,16.6,8.76,21.429,1.286,0.0,1.286,31.286,35.522,Good,SB,0.634,1.405
Zaker Taqawi,SWE,9.88,9.1,6.51,20.1,2.25,0.25,1.333,22.25,10.72,Good,SB,0.791,1.673
Abdul-Shakoor Rahimzei,GER,19.0,17.6,6.46,13.98,0.8,0.0,0.8,15.2,20.457,Good,SPB,0.604,0.901
S Adedeji,NGA,28.37,26.2,6.48,15.0,0.571,0.0,0.571,16.214,30.64,Good,SPB,0.58,0.814
Adnan Idrees,KUW,15.0,13.3,6.72,17.5,1.333,0.0,1.333,20.0,16.8,Good,SB,0.636,1.278
Aizaz Cheema,PAK,14.5,12.7,6.82,20.4,1.6,0.2,1.0,23.2,16.482,Good,SB,0.677,1.443
M Akayezu,RWN,23.12,21.0,6.6,24.0,1.143,0.143,0.667,26.429,25.432,Good,SB,0.617,1.365
NK Aneesh Kumar,SUI,8.62,13.8,3.72,21.96,1.6,0.0,1.6,13.8,5.344,Good,SB,0.767,1.542
M Ansari,OMA,41.75,28.3,8.82,22.5,0.8,0.0,0.8,33.4,61.372,Average,IB,0.552,1.204
Bakhtiar Tahiri,BUL,27.5,18.7,8.8,15.0,0.8,0.0,0.8,22.0,40.333,Average,SPB,0.54,0.929
OGL Bascome,BMUDA,16.5,12.1,8.16,13.8,1.143,0.143,0.667,18.857,22.44,Good,SPB,0.583,0.999
KA Bazil,Caym,8.75,12.0,4.37,19.2,1.6,0.0,1.6,14.0,6.373,Good,SB,0.733,1.45
S Bhari,NEPAL,26.37,21.0,7.53,18.667,0.889,0.0,0.889,23.444,33.094,Good,SPB,0.603,1.107
U Bhatti,CAN,18.5,17.2,6.43,19.714,1.143,0.0,1.143,21.143,19.826,Good,SB,0.615,1.265
MNR Cooray,Mald,21.75,18.2,7.15,20.743,1.143,0.0,1.143,24.857,25.919,Good,SB,0.615,1.304
CD de Lange,SCOT,21.37,20.2,6.33,23.143,1.143,0.0,1.143,24.429,22.545,Good,SB,0.645,1.386
DC Delany,IRE,27.75,21.3,7.78,21.225,1.0,0.0,1.0,27.75,35.982,Good,IB,0.633,1.256
M Faheem,THAI,16.62,15.0,6.65,17.143,1.143,0.0,1.143,19.0,18.42,Good,SPB,0.655,1.175
Faran Afzal,ESP,17.87,21.7,4.93,21.75,1.0,0.0,1.0,17.875,14.683,Good,SPB,0.725,1.26
Fawad Alam,PAK,11.87,11.2,6.33,15.0,1.333,0.0,1.333,15.833,12.523,Good,SPB,0.674,1.185
SP Gauchan,NEPAL,21.12,22.5,5.63,22.5,1.0,0.0,1.0,21.125,19.818,Good,SB,0.617,1.289
JOA Gordon,CAN,23.0,19.3,7.12,21.857,1.143,0.0,1.143,26.286,27.293,Good,SB,0.624,1.346
Z Groenewald,NAM,20.37,21.0,5.82,16.8,0.8,0.0,0.8,16.3,19.759,Good,SPB,0.639,0.996
L Hermida,Mex,11.75,13.5,5.22,21.6,1.6,0.0,1.6,18.8,10.222,Good,SB,0.745,1.538
Inam-ul-Haq,QAT,26.37,23.2,6.8,18.6,0.8,0.0,0.8,21.1,29.886,Good,SPB,0.615,1.059
Jaspreet Singh,ITA,19.0,15.7,7.23,18.0,1.143,0.0,1.143,21.714,22.895,Good,SPB,0.64,1.206
Jaweed Sadran,Aut,17.25,12.1,8.53,10.733,0.889,0.0,0.889,15.333,24.524,Good,LCB,0.447,0.818
MO Jones,BMUDA,25.0,21.7,6.89,15.818,0.727,0.0,0.727,18.182,28.708,Good,SPB,0.591,0.923
P Khadka,NEPAL,45.0,43.5,6.2,13.385,0.308,0.0,0.308,13.846,46.5,Average,LCB,0.423,0.591
VJ Kingma,NED,37.75,23.0,9.84,20.267,0.889,0.0,0.889,33.556,61.91,Average,IB,0.541,1.172
P Kumar,INDIA,24.12,19.5,7.42,15.6,0.8,0.0,0.8,19.3,29.828,Good,SPB,0.584,0.953
R Kumar,ROM,33.12,23.1,8.59,20.333,0.889,0.0,0.889,29.444,47.417,Average,IB,0.59,1.17
RAS Lakmal,SL,41.25,26.0,9.51,18.764,0.727,0.0,0.727,30.0,65.381,Poor,IB,0.542,1.025
WK McCallan,IRE,19.0,16.3,6.96,18.429,1.143,0.0,1.143,21.714,22.04,Good,SPB,0.648,1.222
ZE Matsinhe,MOZ,19.75,18.0,6.58,18.0,1.0,0.0,1.0,19.75,21.659,Good,SPB,0.646,1.136
RP Meredith,AUS,23.5,14.1,9.98,22.2,1.6,0.0,1.6,37.6,39.088,Good,SB,0.692,1.593
Mohammad Ashraful,BAN,26.25,17.2,9.13,17.25,1.0,0.0,1.0,26.25,39.944,Good,IB,0.608,1.111
AK Muslar,Blz,9.62,9.7,5.92,19.5,2.0,0.0,2.0,19.25,9.492,Good,SB,0.805,1.646
Nasrulla Rana,HKG,27.87,19.8,8.41,14.345,0.727,0.0,0.727,20.273,39.064,Good,SPB,0.54,0.869
Nazmul Islam,BAN,33.12,28.8,6.88,19.15,0.667,0.0,0.667,22.083,37.978,Good,IB,0.634,1.007
R Nehonde,BOT,23.37,19.5,7.19,17.333,0.889,0.222,0.0,20.778,28.005,Good,SPB,0.583,0.944
B Niaz,Belg,10.25,11.0,5.59,14.4,1.333,0.167,0.8,13.667,9.55,Good,SPB,0.675,1.109
AR Nurse,WI,39.75,30.0,7.95,18.462,0.615,0.0,0.615,24.462,52.669,Average,IB,0.587,0.952
R Panchal,ESP,24.62,27.0,5.47,18.0,0.667,0.0,0.667,16.417,22.445,Good,SPB,0.639,0.968
Rakibul Hasan,ITA,18.37,17.2,6.39,19.714,1.143,0.0,1.143,21.0,19.564,Good,SB,0.616,1.265
Rumman Raees,PAK,27.5,21.6,7.63,21.375,1.0,0.0,1.0,27.5,34.971,Good,IB,0.638,1.26
Sarfaraz Ali,BHR,38.62,33.3,6.94,17.72,0.533,0.0,0.533,20.6,44.67,Average,SPB,0.568,0.879
HAM Shah,DEN,17.5,16.5,6.36,16.5,1.0,0.125,0.571,17.5,18.55,Good,SPB,0.633,1.035
I Sharma,INDIA,50.0,34.7,8.63,19.8,0.571,0.0,0.571,28.571,71.917,Poor,IB,0.54,0.972
TAM Siriwardana,SL,25.75,17.2,8.95,10.615,0.615,0.0,0.615,15.846,38.41,Good,LCB,0.4,0.673
A Symonds,AUS,34.62,23.1,8.98,15.25,0.667,0.0,0.667,23.083,51.815,Average,IB,0.581,0.868
Tejwinder Singh,CYP,13.12,15.6,5.04,20.5,1.333,0.0,1.333,17.5,11.021,Good,SB,0.681,1.377
H Thaker,CAN,13.62,18.0,4.54,20.571,1.143,0.143,0.667,15.571,10.306,Good,SPB,0.735,1.234
RJW Topley,ENG,35.62,24.8,8.59,19.86,0.8,0.0,0.8,28.5,50.996,Average,IB,0.583,1.105
R van der Merwe,Arg,7.75,9.7,4.76,15.6,1.6,0.0,1.6,12.4,6.148,Good,SPB,0.752,1.327
JJ van der Wath,SA,28.87,23.2,7.45,23.25,1.0,0.0,1.0,28.875,35.847,Good,IB,0.64,1.327
Arjun Vinod,SUI,10.62,11.2,5.66,15.0,1.333,0.0,1.333,14.167,10.018,Good,SPB,0.695,1.187
Wahidullah Sahak,NOR,21.5,16.8,7.64,16.725,1.0,0.0,1.0,21.5,27.377,Good,SPB,0.605,1.093
Waqar Khan,Peru,10.75,9.7,6.61,19.5,2.0,0.0,2.0,21.5,11.843,Good,SB,0.798,1.65
S Waqas Ahmed,NOR,19.25,17.2,6.69,17.25,1.0,0.0,1.0,19.25,21.464,Good,SPB,0.639,1.109
Zeeshan Kukikhel,HUN,23.5,14.2,9.89,19.0,1.333,0.0,1.333,31.333,38.736,Good,SB,0.614,1.34
VD Adewoye,NGA,21.0,15.7,8.01,13.65,0.875,0.125,0.429,18.375,28.035,Good,SPB,0.557,0.867
Afif Hossain,BAN,24.28,18.0,8.09,9.692,0.538,0.0,0.538,13.077,32.738,Good,LCB,0.385,0.607
J Albin,BUL,53.42,30.0,10.68,14.0,0.467,0.0,0.467,24.933,95.088,Poor,LCB,0.403,0.695
Ameel Mauroof,Mald,41.28,29.1,8.5,14.571,0.5,0.0,0.5,20.643,58.48,Average,LCB,0.448,0.747
MK Anafie,Ghana,19.42,16.2,7.15,16.286,1.0,0.0,1.0,19.429,23.142,Good,SPB,0.62,1.075
Anasim Khan,BHR,42.85,32.5,7.89,20.727,0.636,0.0,0.636,27.273,56.348,Average,IB,0.579,1.043
MJ Ansell,IOM,14.0,15.8,5.29,21.96,1.4,0.0,1.4,19.6,12.343,Good,SB,0.704,1.46
A Ashokan,CZK-R,48.0,32.4,8.88,15.0,0.467,0.0,0.467,22.4,71.04,Poor,LCB,0.444,0.739
TD Astle,NZ,16.57,11.1,8.92,15.6,1.4,0.2,0.75,23.2,24.634,Good,SPB,0.589,1.166
Basil Hameed,UAE,10.71,11.8,5.42,11.571,1.0,0.0,1.0,10.714,9.675,Good,SPB,0.643,0.916
V Baskaran,SGP,36.85,32.5,6.78,17.538,0.538,0.0,0.538,19.846,41.64,Average,SPB,0.573,0.876
JP Behrendorff,AUS,26.71,18.8,8.5,16.5,0.875,0.125,0.429,23.375,37.839,Good,SPB,0.55,0.968
P Bhart,NOR,25.14,25.7,5.86,20.0,0.778,0.0,0.778,19.556,24.553,Good,SPB,0.651,1.094
LT Bichard,GUE,18.85,18.8,6.0,18.857,1.0,0.0,1.0,18.857,18.85,Good,SPB,0.669,1.165
D Bishoo,WI,19.57,17.2,6.79,17.229,1.0,0.143,0.5,19.571,22.147,Good,SPB,0.62,1.051
RD Chahar,INDIA,23.85,18.8,7.59,22.0,1.167,0.0,1.167,27.833,30.17,Good,SB,0.625,1.365
H Dandapani,Fin,19.85,17.1,6.95,17.143,1.0,0.0,1.0,19.857,22.993,Good,SPB,0.63,1.107
M de Lange,SA,32.57,20.0,9.77,23.2,1.167,0.0,1.167,38.0,53.035,Average,IB,0.558,1.424
JL Denly,ENG,13.28,10.2,7.75,12.0,1.167,0.167,0.6,15.5,17.153,Good,SPB,0.589,0.933
M Dixit,LUX,32.57,25.5,7.64,14.75,0.583,0.0,0.583,19.0,41.472,Average,LCB,0.478,0.808
G Goudie,SCOT,32.0,21.2,9.02,16.333,0.778,0.0,0.778,24.889,48.107,Average,IB,0.586,0.967
CN Greaves,SCOT,29.14,22.7,7.69,17.533,0.778,0.0,0.778,22.667,37.348,Good,SPB,0.578,1.011
AS Hansra,CAN,13.42,12.8,6.26,15.0,1.167,0.0,1.167,15.667,14.002,Good,SPB,0.66,1.11
JW Hastings,AUS,35.28,26.5,7.96,20.667,0.778,0.0,0.778,27.444,46.805,Average,IB,0.6,1.121
MC Henriques,AUS,27.71,19.7,8.43,13.8,0.7,0.0,0.7,19.4,38.933,Good,LCB,0.472,0.833
MJ Henry,NZ,27.28,18.8,8.68,22.0,1.167,0.0,1.167,31.833,39.465,Good,SB,0.612,1.372
Hirenkumar Patel,Chile,11.71,12.8,5.46,22.5,1.75,0.25,1.0,20.5,10.656,Good,SB,0.734,1.564
GB Hogg,AUS,53.28,42.0,7.61,19.6,0.467,0.0,0.467,24.867,67.577,Poor,IB,0.56,0.896
A Husain,Arg,16.71,20.5,4.87,18.0,0.875,0.0,0.875,14.625,13.563,Good,SPB,0.688,1.075
Ibrarul Haq,Saudi,16.57,14.5,6.82,20.4,1.4,0.0,1.4,23.2,18.835,Good,SB,0.674,1.412
Imran Ali,KUW,19.42,12.8,9.06,22.5,1.75,0.0,1.75,34.0,29.324,Good,SB,0.741,1.665
Imran Haider,UAE,35.71,26.5,8.06,16.909,0.636,0.0,0.636,22.727,47.97,Average,IB,0.597,0.91
Jasdeep Singh,USA,20.0,12.0,10.0,21.0,1.75,0.0,1.75,35.0,33.333,Good,SB,0.718,1.613
Junaid Khan,PORT,15.0,12.0,7.5,21.0,1.75,0.0,1.75,26.25,18.75,Good,SB,0.747,1.598
S Randiv,SL,19.85,18.0,6.61,18.0,1.0,0.0,1.0,19.857,21.868,Good,SPB,0.644,1.137
A Khan,DEN/ENG,21.42,19.5,6.56,15.0,0.778,0.0,0.778,16.667,23.419,Good,SPB,0.604,0.924
A Kheterpal,HUN,41.0,34.2,7.17,24.0,0.7,0.0,0.7,28.7,48.995,Average,IB,0.604,1.191
NR Kumar,CAN,22.85,22.2,6.15,15.6,0.7,0.0,0.7,16.0,23.421,Good,SPB,0.61,0.903
MF Maharoof,SL,28.42,23.1,7.37,20.25,0.875,0.0,0.875,24.875,34.909,Good,IB,0.642,1.156
S Mahmood,ENG,56.85,32.5,10.47,20.727,0.636,0.0,0.636,36.182,99.203,Poor,IB,0.469,1.046
NA Maiolo,ITA,21.71,24.0,5.42,24.0,1.0,0.0,1.0,21.714,19.611,Good,SB,0.632,1.339
P Malav,LUX,30.28,24.0,7.57,18.667,0.778,0.0,0.778,23.556,38.203,Good,IB,0.627,1.051
CS Martin,NZ,27.57,19.7,8.39,23.0,1.167,0.0,1.167,32.167,38.552,Good,SB,0.623,1.405
CE McConchie,NZ,16.71,15.5,6.44,21.72,1.4,0.0,1.4,23.4,17.935,Good,SB,0.69,1.459
GP Meade,ITA,18.57,19.1,5.82,22.2,1.167,0.0,1.167,21.667,18.013,Good,SB,0.649,1.362
CT Mutombodzi,ZIM,26.85,22.2,7.23,17.333,0.778,0.0,0.778,20.889,32.354,Good,SPB,0.594,1.003
Nasir Hossain,BAN,37.42,25.5,8.78,16.091,0.636,0.0,0.636,23.818,54.758,Average,IB,0.576,0.882
T Natarajan,INDIA,17.42,13.7,7.62,24.0,1.75,0.0,1.75,30.5,22.123,Good,SB,0.771,1.712
RB Patel,BUL,23.71,18.0,7.9,15.75,0.875,0.0,0.875,20.75,31.218,Good,SPB,0.58,0.996
SR Patel,ENG,45.85,36.0,7.64,16.8,0.467,0.0,0.467,21.4,58.382,Average,LCB,0.491,0.804
K Pierre,WI,38.42,24.0,9.6,16.8,0.7,0.0,0.7,26.9,61.472,Average,IB,0.555,0.939
KB Ahir,PNM,30.14,25.1,7.19,21.9,0.875,0.0,0.875,26.375,36.118,Good,IB,0.64,1.214
JB Reva,PNG,21.14,18.1,6.99,15.825,0.875,0.0,0.875,18.5,24.628,Good,SPB,0.608,0.999
MJ Ross,ITA,17.14,16.2,6.31,16.286,1.0,0.143,0.5,17.143,18.026,Good,SPB,0.633,1.018
Sahel Zadran,Aut,44.0,32.8,8.03,16.371,0.5,0.0,0.5,22.0,58.887,Average,LCB,0.484,0.811
Sayed Shirzad,AFG,16.57,12.8,7.73,22.5,1.75,0.0,1.75,29.0,21.348,Good,SB,0.757,1.656
Sazib Bhuiyan,CZK-R,22.85,17.1,8.0,20.0,1.167,0.0,1.167,26.667,30.467,Good,SB,0.606,1.292
Sharafuddin Ashraf,AFG,37.0,30.0,7.4,17.5,0.583,0.0,0.583,21.583,45.633,Average,IB,0.609,0.901
Sheraz Sheikh,Belg,17.71,14.5,7.29,14.571,1.0,0.0,1.0,17.714,21.518,Good,SPB,0.608,1.013
DR Smith,WI,30.28,20.2,8.95,12.764,0.636,0.0,0.636,19.273,45.168,Average,LCB,0.438,0.762
OF Smith,WI,39.71,21.4,11.12,16.667,0.778,0.0,0.778,30.889,73.596,Poor,IB,0.514,0.975
M Spry,Peru,8.85,8.5,6.2,15.0,1.75,0.25,1.0,15.5,9.145,Good,SPB,0.701,1.298
S Sreesanth,INDIA,41.14,29.1,8.47,22.667,0.778,0.0,0.778,32.0,58.076,Average,IB,0.566,1.193
